종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"451060","1Q 200액티브","22750","355","1.59","22773.54","22315","22760","22275","73785","1663094720","174037500000","174217572157","7650000","코스피 200","696.39","10.63","1.55"
"491610","1Q CD금리액티브(합성)","103085","30","0.03","103056.60","103075","103085","103075","4882","503238317","225034555000","214976067003","2183000","KIS 하나 CD금리 총수익지수","11663.27","0.86","0.01"
"0103T0","1Q K소버린AI","10370","-135","-1.29","10409.41","10505","10570","10325","251468","2629356441","31110000000","30187284923","3000000","iSelect K소버린AI 지수","2054.19","-25.13","-1.21"
"463290","1Q 단기금융채액티브","107370","25","0.02","107357.45","107375","107375","107365","9010","967362260","218068470000","216003191581","2031000","MK 머니마켓 지수(총수익)","14501.63","0.39","0.00"
"0131W0","1Q 단기특수은행채액티브","100440","20","0.02","100418.66","100445","100445","100440","105","10546555","110283120000","110259688214","1098000","KIS 단기특수은행채 지수(총수익)","115.25","0.00","0.00"
"479080","1Q 머니마켓액티브","52700","10","0.02","52693.34","52695","52700","52695","106302","5601934871","910761400000","910751708779","17282000","KIS-하나 MMF 지수(총수익)","118.62","0.01","0.01"
"0026S0","1Q 미국S&P500","12385","-90","-0.72","12369.25","12325","12400","12315","357761","4422213058","236553500000","236252608263","19100000","S&P 500","6944.47","17.87","0.26"
"0052S0","1Q 미국S&P500미국채혼합50액티브","11705","-55","-0.47","11676.06","11640","11705","11635","413945","4831317699","223565500000","224180378651","19100000","S&P 500 and Short-Term Treasury 50/50 Blend Index","277.33","0.36","0.13"
"0069M0","1Q 미국나스닥100","12465","-135","-1.07","12428.07","12385","12480","12375","423987","5263121264","92241000000","91967693987","7400000","NASDAQ 100","25547.08","81.14","0.32"
"0111P0","1Q 미국나스닥100미국채혼합50액티브","10640","-85","-0.79","10618.62","10585","10645","10580","517005","5487641784","169176000000","170959727425","15900000","Nasdaq-100 US T-Bills 0-6 Month 50/50 Index","2882.82","4.70","0.16"
"0083S0","1Q 미국메디컬AI","12385","145","1.18","12365.89","12320","12385","12295","153839","1896569208","55732500000","54409919612","4500000","KEDI 미국메디컬AI 지수","2153.77","-32.26","-1.48"
"0004G0","1Q 미국배당TOP30","9410","55","0.59","9436.89","9355","9445","9355","38012","357698284","9410000000","9436886850","1000000","Solactive U.S. Dividend TOP 30 Index PR","4211.47","25.22","0.60"
"0131V0","1Q 미국우주항공테크","14830","290","1.99","14855.80","14930","14935","14700","1696883","25142002525","235055500000","259976448306","15850000","Akros 미국우주항공테크 지수","5089.58","27.15","0.54"
"0094X0","1Q 샤오미밸류체인액티브","10205","-170","-1.64","10387.16","10375","10375","10050","72535","744486352","23471500000","23890465862","2300000","Solactive-KEDI Xiaomi Focus China Tech Index","1978.14","0.84","0.04"
"0017Y0","1Q 종합채권(AA-이상)액티브","97630","-495","-0.50","97727.88","98260","98320","97630","76","7453655","70684120000","70754986811","724000","KIS 종합채권형 지수(AA-이상)(총수익)","123.97","-0.44","-0.35"
"0052T0","1Q 중단기회사채(A-이상)액티브","50030","-85","-0.17","50077.36","50115","50115","50030","23011","1152185725","166800020000","166957930085","3334000","KEDI 중단기크레딧플러스채권(AAA~A-)지수(총수익)","118.26","-0.08","-0.07"
"472350","1Q 차이나H(H)","16800","55","0.33","16881.62","16915","16930","16800","1068","18078130","5040000000","5064487203","300000","Hang Seng China H","9266.86","-48.70","-0.52"
"495330","1Q 코리아밸류업","20335","255","1.27","20368.58","20055","20350","20000","22494","453171928","67105500000","67216300106","3300000","코리아 밸류업 지수","2076.32","28.18","1.38"
"492500","1Q 현대차그룹채권(A+이상)&국고통안","51060","-45","-0.09","51066.46","51130","51170","51045","2489","127159341","106102680000","106116097769","2078000","KIS 하나 현대차그룹채권(A+이상)&국고통안 총수익지수","11843.20","-15.62","-0.13"
"473440","ACE 11월만기자동연장회사채AA-이상액티브","10660","5","0.05","10664.86","10665","10665","10655","121","1289870","93168400000","93210835634","8740000","KIS 11월 만기자동연장회사채(AA-이상) 총수익지수","121.78","0.00","0.00"
"105190","ACE 200","70410","1160","1.68","70446.30","69040","70415","68950","262342","18355949162","961096500000","951025101484","13650000","코스피 200","696.39","10.63","1.55"
"332500","ACE 200TR","46830","780","1.69","46853.89","45995","46835","45995","45814","2137835420","98343000000","98393169321","2100000","코스피 200 TR","916.56","13.99","1.55"
"461270","ACE 26-06 회사채(AA-이상)액티브","11085","0","0.00","11084.81","11090","11090","11080","6015","66651567","182126550000","182123425645","16430000","KIS 크레딧 2606만기형(AA-이상)지수(총수익지수)","124.19","0.00","0.00"
"475260","ACE 2월만기자동연장회사채AA-이상액티브","10570","10","0.09","10565.08","10565","10570","10565","7277","76888870","49784700000","49761522959","4710000","KAP 2월 만기자동연장회사채(AA-이상) 총수익지수","120.72","0.01","0.01"
"385600","ACE 2차전지&친환경차액티브","9030","220","2.50","9049.32","8810","9040","8810","136067","1220821724","19866000000","19908499769","2200000","FnGuide 친환경 자동차 밸류체인 지수","1618.91","34.72","2.19"
"475270","ACE 5월만기자동연장회사채AA-이상액티브","10545","-5","-0.05","10545.50","10550","10550","10540","192","2024090","44078100000","44080182808","4180000","KIS 5월 만기자동연장회사채(AA-이상) 총수익지수","119.31","0.01","0.01"
"475280","ACE 8월만기자동연장회사채AA-이상액티브","10545","5","0.05","10544.71","10545","10550","10545","758","7996445","79931100000","79928889245","7580000","KAP 8월 만기자동연장회사채(AA-이상) 총수익지수","120.96","0.00","0.00"
"469150","ACE AI반도체포커스","32770","430","1.33","32790.80","31760","32770","31760","867755","27936848991","294930000000","293477696608","9000000","FnGuide AI 반도체 포커스 지수(시장가격)","4111.00","54.12","1.33"
"0079X0","ACE BYD밸류체인액티브","13140","25","0.19","13015.98","13375","13375","12950","4946","64684660","6570000000","6507989755","500000","Bloomberg BYD Plus Top Supply Chain Select Price Return Index","2942.84","30.08","1.03"
"385590","ACE ESG액티브","15155","200","1.34","15119.74","14955","15155","14950","487","7325015","33341000000","33263431545","2200000","MSCI Korea Country ESG Leaders Custom Capped Price return Index","2912.40","21.83","0.76"
"0010E0","ACE FTSE WGBI Korea","94920","-580","-0.61","95005.08","95800","95800","94920","77","7318485","13288800000","10450558541","140000","FTSE Korean Government Bond Index(TR)","201.43","-0.97","-0.48"
"226380","ACE Fn성장소비주도주","6510","-50","-0.76","6544.60","6595","6595","6510","144","945385","4557000000","4581220649","700000","FnGuide 성장소비주도 지수","2168.03","-11.47","-0.53"
"475050","ACE KPOP포커스","11620","200","1.75","11620.00","11470","11715","11470","1646985","19137635579","225428000000","225427908946","19400000","iSelect K-POP 포커스지수(시장가격)","2905.84","43.91","1.53"
"411060","ACE KRX금현물","30645","-310","-1.00","30577.02","30795","30795","30475","3458911","105875977740","4084978500000","4097321026881","133300000","KRX 금현물지수","5121.80","-44.07","-0.85"
"291130","ACE MSCI멕시코(합성)","18675","-85","-0.45","18796.13","18515","18760","18515","2163","40492572","16807500000","16916517490","900000","MSCI MEXICO IMI 25/50 Price return Index","13386.15","-146.25","-1.08"
"256440","ACE MSCI인도네시아(합성)","8935","25","0.28","8997.37","8910","8965","8815","17964","160335116","39314000000","39588406338","4400000","MSCI Indonesia Index","6539.77","56.42","0.87"
"261920","ACE MSCI필리핀(합성)","14295","55","0.39","14106.70","14010","14305","14000","555","7826620","5718000000","5642681568","400000","MSCI Philippines IMI Index","1658.24","25.73","1.58"
"0021D0","ACE TDF2030액티브","11175","-70","-0.62","11180.73","11340","11340","11155","30400","339873224","15086250000","15093983690","1350000","Bloomberg Multi Asset Target-date 2030 KRW Index","2773.60","-13.92","-0.50"
"0021E0","ACE TDF2050액티브","12240","-50","-0.41","12177.33","12300","12300","12150","94315","1152126375","42840000000","43838387337","3500000","Bloomberg Multi Asset Target-date 2050 KRW Index","3446.30","-20.50","-0.59"
"0139P0","ACE 고배당주","11680","225","1.96","11688.79","11510","11680","11455","400851","4647173087","29200000000","29221985249","2500000","KRX-Akros 고배당주 20 지수","2904.35","49.57","1.74"
"225130","ACE 골드선물 레버리지(합성 H)","61345","-830","-1.33","62100.90","61600","61655","60700","11862","725604083","30672500000","31050450815","500000","S&P GSCI GOLD Index Excess Return","280.68","-0.75","-0.27"
"483340","ACE 구글밸류체인액티브","17215","-200","-1.15","16980.91","17185","17215","17045","1017524","17416924960","132555500000","140092546553","7700000","KEDI 글로벌 AI 클라우드 지수","6141.96","19.61","0.32"
"365780","ACE 국고채10년","85315","-525","-0.61","85334.97","86000","86145","85295","28330","2423917012","507112360000","483507925768","5944000","KIS 10년 국고채 지수 (총수익)","16180.21","-90.67","-0.56"
"114460","ACE 국고채3년","101790","-255","-0.25","101853.34","102135","102135","101745","3568","363340430","18322200000","18333601868","180000","KTB INDEX(시장가격)","10283.94","-21.76","-0.21"
"494340","ACE 글로벌AI맞춤형반도체","12980","-295","-2.22","12928.17","13275","13300","12767","33251","429474014","11033000000","10988945454","850000","Solactive AI Custom Semiconductor Index(PR)","5984.64","23.08","0.39"
"446770","ACE 글로벌반도체TOP4 Plus","53265","695","1.32","52231.24","52280","53265","51480","878014","45824921817","822944250000","806972658185","15450000","Solactive Global Semiconductor TOP4 Plus Price Return Index","9167.77","-29.73","-0.32"
"435040","ACE 글로벌브랜드TOP10","19940","-195","-0.97","19929.32","19850","19975","19825","1583","31504552","12961000000","12954061138","650000","Bloomberg Global Select Industry Leaders TOP10 Index(PR)","4814.93","-30.99","-0.64"
"497510","ACE 글로벌빅파마","12815","90","0.71","12814.80","13000","13000","12720","2904","37139359","8970500000","8970360011","700000","Solactive Global Big Pharma Index (Price Return)","2084.51","-37.12","-1.75"
"460960","ACE 글로벌인컴TOP10","11980","-15","-0.13","11958.20","11940","12010","11930","86494","1035095963","83261000000","84305306068","6950000","Solactive Global Superior Income TOP 10 Price Return Index","809.99","1.09","0.13"
"414270","ACE 글로벌자율주행액티브","13575","-160","-1.16","13506.54","13735","13735","13475","33666","455237909","42082500000","41870287070","3100000","FactSet US-China Electric&Autonomous Vehicle Price Return Index","347.54","-0.05","-0.01"
"440640","ACE 단기채권알파액티브","110600","15","0.01","110591.14","110600","110610","110600","1699","187914635","66360000000","66354682866","600000","KIS 단기채권알파AA-이상 총수익지수","121.91","0.00","0.00"
"190620","ACE 단기통안채","100495","5","0.00","100482.42","100495","100515","100495","12146","1220645937","254051360000","233521155207","2528000","KIS MSB 단기지수(총수익)","12990.00","0.15","0.00"
"494330","ACE 라이프자산주주가치액티브","17250","170","1.00","17258.07","18000","18000","17005","22763","389489457","56925000000","56951631357","3300000","FnGuide 기업가치 지수(시장가격)","2515.23","29.01","1.17"
"265690","ACE 러시아MSCI(합성)","8535","0","0.00","48.01","0","0","0","0","0","15789750000","88817087","1850000","MSCI Russia 25% Capped Price Return Index",,,
"152500","ACE 레버리지","25450","840","3.41","25491.12","24400","25490","24400","85971","2168037941","30540000000","30589342510","1200000","코스피 200","696.39","10.63","1.55"
"483330","ACE 마이크로소프트밸류체인액티브","12910","-400","-3.01","12938.09","13095","13095","12882","42010","541976928","12910000000","12938094552","1000000","KEDI 글로벌생성형AI 지수","4127.70","-15.60","-0.38"
"487340","ACE 머니마켓액티브","103665","30","0.03","103642.75","103660","103665","103660","8080","837585809","518325000000","539149575766","5000000","MK-KAP 머니마켓 총수익지수","119.05","0.01","0.01"
"0085P0","ACE 미국10년국채액티브","10835","-35","-0.32","10833.21","10815","10860","10805","429848","4659837317","74761500000","75832448378","6900000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","114.72","-0.23","-0.20"
"0085N0","ACE 미국10년국채액티브(H)","10170","25","0.25","10163.61","10165","10170","10160","121003","1230287015","63054000000","72161607086","6200000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","114.72","-0.23","-0.20"
"452250","ACE 미국30년국채선물레버리지(합성 H)","5420","60","1.12","5480.94","5365","5445","5365","64654","351302247","68021000000","68785815914","12550000","S&P Ultra T-Bond Futures Index(ER)","111.37","0.15","0.13"
"476760","ACE 미국30년국채액티브","10170","20","0.20","10173.65","10160","10195","10145","662736","6738468997","367137000000","366251275110","36100000","Bloomberg U.S Treasury 20+ Year Total Return Index","597.27","-0.08","-0.01"
"453850","ACE 미국30년국채액티브(H)","7705","55","0.72","7713.11","7720","7720","7697","2239676","17263312587","2145072000000","2126504623289","278400000","Bloomberg U.S Treasury 20+ Year Total Return Index","597.27","-0.08","-0.01"
"476750","ACE 미국30년국채엔화노출액티브(H)","8645","50","0.58","8633.87","8630","8665","8625","311003","2685971084","104604500000","101016226579","12100000","Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged","112.04","0.69","0.62"
