종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"166400","TIGER 200커버드콜OTM","18265","175","0.97","18300.83","18090","18280","18090","1171","21322011","9132500000","9150413359","500000","코스피 200 커버드콜 5% OTM","520.41","3.01","0.58"
"0104N0","TIGER 200타겟위클리커버드콜","14130","230","1.65","14135.10","13885","14130","13820","187060","2614337711","53694000000","53713390861","3800000","코스피 200 타겟 7% 위클리 커버드콜 지수","2341.18","33.31","1.44"
"0001S0","TIGER 26-04 회사채(A+이상)액티브","51015","-25","-0.05","51006.74","51040","51055","51000","10396","530461250","189469710000","189439024101","3714000","KIS 회사채 2604만기형 지수","109.45","0.01","0.01"
"480260","TIGER 27-04회사채(A+이상)액티브","53250","-50","-0.09","53268.68","53300","53330","53225","36445","1941279559","509176500000","507224327630","9562000","KIS 회사채2704만기형 지수 (총수익 지수)","120.18","-0.04","-0.03"
"0094K0","TIGER 28-04 회사채(A+이상)액티브","99545","-100","-0.10","99407.32","99730","99745","99495","7715","768346011","243885250000","243547932361","2450000","KIS 회사채 2804만기형 지수(총수익)","110.18","-0.15","-0.14"
"364980","TIGER 2차전지TOP10","9485","225","2.43","9468.22","9305","9510","9285","3925780","36924171717","524046250000","526906512602","55250000","KRX 2차전지 TOP 10 지수","3310.52","61.24","1.88"
"412570","TIGER 2차전지TOP10레버리지","1416","53","3.89","1424.14","1384","1432","1368","8766585","12271728666","143582400000","144621332035","101400000","KRX 2차전지 TOP 10 지수","3310.52","61.24","1.88"
"462010","TIGER 2차전지소재Fn","5575","95","1.73","5583.63","5490","5620","5440","4492788","24835948523","702450000000","702421143800","126000000","FnGuide 2차전지소재 (Price Return) 지수","1905.94","31.83","1.70"
"305540","TIGER 2차전지테마","18155","260","1.45","18177.09","17970","18220","17795","1031325","18590047804","1139226250000","1152427603288","62750000","WISE 2차전지 테마 지수","6802.08","118.25","1.77"
"471760","TIGER AI반도체핵심공정","13755","175","1.29","13730.59","13385","13780","13385","598942","8142426254","105225750000","105038984559","7650000","iSelect AI반도체핵심공정지수","2865.58","32.90","1.16"
"365040","TIGER AI코리아그로스액티브","24300","495","2.08","24253.38","23885","24300","23805","18199","437174912","41310000000","41230752014","1700000","코스피","4797.55","74.45","1.58"
"364960","TIGER BBIG","7395","0","0.00","7421.07","7395","7485","7380","77556","575433125","126084750000","126158191738","17050000","KRX BBIG 지수","2058.81","0.56","0.03"
"412560","TIGER BBIG레버리지","2620","25","0.96","2602.83","2595","2630","2570","5706","14844465","2227000000","2212403440","850000","KRX BBIG 지수","2058.81","0.56","0.03"
"475630","TIGER CD1년금리액티브(합성)","1056705","230","0.02","1056487.09","1056700","1056705","1056700","15972","16877649363","1659343861500","1659001670876","1570300","KIS CD 1Y 총수익지수","12117.68","0.89","0.01"
"357870","TIGER CD금리투자KIS(합성)","56975","15","0.03","56964.26","56970","56975","56970","252211","14369098565","4834328750000","4833417558206","84850000","KIS CD Index(총수익)","12486.58","0.92","0.01"
"499660","TIGER CD금리플러스액티브(합성)","1001440","215","0.02","1001210.88","1001440","1001445","1001440","11792","11809008012","411992416000","411898154818","411400","KIS CD+CPI연동금리 월분배 지수","12006.08","0.92","0.01"
"400970","TIGER Fn메타버스","7895","-50","-0.63","7933.84","7945","8010","7870","75465","600445609","71844500000","71404592612","9100000","FnGuide 메타버스테마 지수","1683.80","-7.03","-0.42"
"377990","TIGER Fn신재생에너지","19400","50","0.26","19437.58","19350","19600","19210","96331","1864114305","77600000000","77750306551","4000000","FnGuide 신재생에너지 지수","3686.62","16.23","0.44"
"417630","TIGER KEDI혁신기업ESG30","15900","120","0.76","15895.52","15810","15900","15750","12396","196237852","18285000000","18279844568","1150000","KEDI 혁신기업ESG30 지수(시장가격 지수)","3965.01","38.65","0.98"
"449170","TIGER KOFR금리액티브(합성)","109975","20","0.02","109950.05","109970","109975","109970","88300","9710611361","2579243675000","2578658536083","23453000","KOFR 지수","1177.99","0.08","0.01"
"292160","TIGER KRX300","32040","445","1.41","32106.15","31595","32070","31595","2675","84832425","16020000000","16053074063","500000","KRX 300","3118.62","45.73","1.49"
"0072R0","TIGER KRX금현물","14650","-110","-0.75","14613.09","14700","14700","14587","1981864","29002559501","1133910000000","1141282628055","77400000","KRX 금현물지수","5121.80","-44.07","-0.85"
"404540","TIGER KRX기후변화솔루션","19065","760","4.15","19019.82","18445","19065","18430","4273","80057940","6672750000","6656935896","350000","KRX 기후변화 솔루션지수","3618.52","123.95","3.55"
"228820","TIGER KTOP30","13195","100","0.76","13226.50","13075","13215","12990","41454","542768402","8576750000","8597226187","650000","KTOP 30","13267.60","162.69","1.24"
"300610","TIGER K게임","6545","-45","-0.68","6524.34","6650","6650","6480","49433","322530857","17671500000","17615717792","2700000","WISE K게임 테마 지수","532.87","-7.94","-1.47"
"463250","TIGER K방산&우주","41185","1285","3.22","41149.10","40865","41245","40050","1821251","74002721993","397435250000","430008066437","9650000","iSelect K방산&우주","6106.64","184.59","3.12"
"138530","TIGER LG그룹+펀더멘털","8865","125","1.43","8893.96","8740","8875","8740","56231","495964084","14361300000","14230329952","1620000","MKF LG그룹+ FW","8984.30","123.16","1.39"
"445910","TIGER MKF배당귀족","18300","230","1.27","18381.10","18065","18350","18065","2859","52207184","12810000000","12866767386","700000","MKF 배당귀족 지수(시장가격지수)","1873.96","23.67","1.28"
"289260","TIGER MSCI KOREA ESG리더스","17815","30","0.17","17889.16","17770","17895","17715","806","14358000","13895700000","13953546324","780000","MSCI Korea Country ESG Leaders Capped Index","2581.58","8.17","0.32"
"289250","TIGER MSCI KOREA ESG유니버설","20620","390","1.93","20569.57","20250","20620","20250","142","2886475","13609200000","13575915696","660000","MSCI Korea ESG Universal Index","2870.80","37.64","1.33"
"310970","TIGER MSCI Korea TR","30475","445","1.48","30515.58","29985","30475","29885","9724","293083560","3507672500000","3512342851149","115100000","MSCI Korea TR Index","3073.03","47.69","1.58"
"269370","TIGER S&P글로벌인프라(합성)","17300","-125","-0.72","17534.02","17425","17425","17245","835","14468053","12110000000","12273812321","700000","S&P Global Infrastructure Index","3562.98","3.78","0.11"
"248270","TIGER S&P글로벌헬스케어(합성)","27155","225","0.84","26964.66","27415","27415","26730","9916","268754316","31499800000","31279008971","1160000","S&P Global 1200 Health Care Index","5574.10","-41.33","-0.74"
"0025N0","TIGER TDF2045","11695","-60","-0.51","11666.15","11650","11702","11640","834955","9744682413","528029250000","529059883017","45150000","S&P 500 and Korea Target Date 2045 (KRW) PR 지수","492.52","-4.33","-0.87"
"453950","TIGER TSMC파운드리밸류체인","26215","65","0.25","25584.31","25615","26215","25615","43422","1125168763","28836500000","28142739078","1100000","FactSet TSMC 파운드리 밸류체인 지수(시장가격지수)","577.72","0.02","0.00"
"364990","TIGER 게임TOP10","5330","-50","-0.93","5335.68","5440","5440","5250","390716","2089008574","62361000000","61627155695","11700000","KRX 게임 TOP 10 지수","661.18","-8.00","-1.20"
"139280","TIGER 경기방어","13010","30","0.23","13025.63","12980","13020","12900","24671","320105095","62968400000","62523027018","4840000","코스피 200 경기방어소비재","1290.34","7.03","0.55"
"237440","TIGER 경기방어채권혼합","10310","-20","-0.19","10305.52","10315","10325","10285","8974","92565505","8248000000","8244419500","800000","경기방어소비재 채권혼합 지수","1629.33","0.27","0.02"
"319640","TIGER 골드선물(H)","27970","-205","-0.73","28152.55","28065","28080","27845","55607","1554486388","138451500000","139355122819","4950000","S&P GSCI Gold Index(TR)","2269.32","-5.81","-0.26"
"160580","TIGER 구리실물","16320","-365","-2.19","16410.15","16540","16590","16160","1171519","19192647372","148104000000","154665632119","9075000","S&P GSCI Cash Copper Index","301.56","-2.98","-0.98"
"451530","TIGER 국고채30년스트립액티브","50540","-800","-1.56","50677.04","51655","51850","50460","95442","4862381098","123823000000","123145201495","2450000","KIS STRIP 30Y Index(총수익지수)","9572.96","-138.84","-1.43"
"114820","TIGER 국채3년","104855","-290","-0.28","104900.74","105135","105190","104770","16844","1767441020","111251155000","107103654818","1061000","KTB INDEX(시장가격)","10283.94","-21.76","-0.21"
"275980","TIGER 글로벌4차산업혁신기술(합성 H)","21410","15","0.07","21581.50","21450","21500","21350","10534","225235773","70224800000","70787335466","3280000","Morningstar Exponential Technologies Equal Weighted Select PR USD","3738.87","-4.23","-0.11"
"464310","TIGER 글로벌AI&로보틱스 INDXX","15820","-170","-1.06","15871.70","15875","15875","15720","212302","3356636890","132097000000","132528736578","8350000","Indxx Global Robotics & Artificial Intelligence Thematic Index(PR)","6029.17","30.61","0.51"
"418670","TIGER 글로벌AI사이버보안","13550","-155","-1.13","13545.10","13590","13600","13470","47506","641713717","35772000000","35759058927","2640000","Indxx Cybersecurity 지수 (PR)","2068.53","-7.84","-0.38"
"466950","TIGER 글로벌AI액티브","24355","-300","-1.22","24262.27","24600","24600","24055","193276","4682910737","388462250000","381402953628","15950000","Indxx Artificial Intelligence and Big Data 지수(PR)","7877.87","4.30","0.05"
"491010","TIGER 글로벌AI전력인프라액티브","20700","-160","-0.77","20512.07","20740","20740","20225","271542","5570318956","409239000000","406139038390","19770000","Mirae Asset AI Infrastructure 지수(PR)","4104.04","58.53","1.45"
"412770","TIGER 글로벌AI플랫폼액티브","13515","-130","-0.95","13596.25","13645","13645","13430","42773","577189998","121229550000","121958388402","8970000","Indxx Global Metaverse Index (Price Return)","4243.47","8.60","0.20"
"394670","TIGER 글로벌리튬&2차전지SOLACTIVE(합성)","11360","105","0.93","11420.65","11255","11410","11230","174234","1975317300","312172800000","313839418310","27480000","Solactive Global Lithium 지수(PR)","1677.36","11.30","0.68"
"440340","TIGER 글로벌멀티에셋TIF액티브","12275","-45","-0.37","12267.94","12320","12415","12240","17473","214290298","17798750000","17788509351","1450000","INDXX 멀티에셋인컴 지수(시장가격 지수)","1172.33","0.65","0.06"
"476690","TIGER 글로벌비만치료제TOP2Plus","11270","40","0.36","11281.87","11230","11270","11195","99826","1121095348","63112000000","61486187878","5600000","Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격)","2711.43","-65.96","-2.37"
"480310","TIGER 글로벌온디바이스AI","13985","-10","-0.07","13961.85","13845","13990","13845","36753","512238046","55940000000","55847393695","4000000","Mirae Asset Global On-Device AI 지수 (PR)","4849.62","11.87","0.25"
"387270","TIGER 글로벌이노베이션액티브","21570","-85","-0.39","21508.24","22060","22060","21390","6892","147762624","25884000000","25809887742","1200000","NASDAQ 100","25547.08","81.14","0.32"
"276000","TIGER 글로벌자원생산기업(합성 H)","18715","325","1.77","18662.83","18725","18725","18425","6398","118676006","15907750000","15863406937","850000","MorningStar Global Upstream Resources Index(PR)","5067.31","17.96","0.36"
"394660","TIGER 글로벌자율주행&전기차SOLACTIVE","15875","10","0.06","15871.90","15750","15925","15725","53593","848320308","340995000000","236808683194","21480000","Solactive Autonomous & Electric Vehicles 지수(PR)","2169.37","13.13","0.61"
"371450","TIGER 글로벌클라우드컴퓨팅INDXX","11585","-160","-1.36","11620.01","11560","11585","11530","6237","72158700","25487000000","25099217856","2200000","Indxx Global Cloud Computing Index(PR)","5570.78","-70.24","-1.25"
"464930","TIGER 글로벌혁신블루칩TOP10","20215","-305","-1.49","20237.53","20470","20470","20120","13512","272444174","150601750000","148745867790","7450000","Mirae Asset Global Innovative Bluechip Top 10 Index(PR)","6949.06","-16.52","-0.24"
"139320","TIGER 금은선물(H)","20450","-160","-0.78","20658.17","20615","20635","20335","196870","4029091534","37832500000","39250516135","1850000","S&P GSCI Precious Metals Index(TR)","5393.54","-4.11","-0.08"
"137610","TIGER 농산물선물Enhanced(H)","4950","15","0.30","4941.43","4960","4960","4925","12867","63495169","12375000000","12353580022","2500000","S&P GSCI Agriculture Enhanced Index(ER)","66.19","-0.05","-0.08"
"182490","TIGER 단기선진하이일드(합성 H)","13790","-70","-0.51","13817.12","13845","13845","13790","2723","37554570","8963500000","8981130214","650000","Markit iBoxx USD Liquid High Yield 0-5 year 지수","80.99","0.05","0.06"
"272580","TIGER 단기채권액티브","56165","20","0.04","56155.16","56155","56170","56155","25736","1445372209","760361770000","760228532974","13538000","KIS MSB 6M PLUS 지수","13500.15","-0.09","0.00"
"157450","TIGER 단기통안채","110935","20","0.02","110894.95","110930","110935","110925","12646","1402843485","1023042570000","1021675165945","9222000","KIS MSB 6M(총수익)","13352.26","0.28","0.00"
"105010","TIGER 라틴35","6155","45","0.74","6152.30","6140","6170","6125","9886","60835821","8001500000","7997994696","1300000","BNY Latin America 35 ADR","2907.13","-2.07","-0.07"
"123320","TIGER 레버리지","62260","2035","3.38","62304.13","59950","62260","59640","141430","8643720541","168102000000","161990735146","2700000","코스피 200","696.39","10.63","1.55"
"174350","TIGER 로우볼","17900","5","0.03","17998.05","17970","18050","17865","1285","23085415","5012000000","5039454623","280000","FnGuide Low Vol 지수","18559.90","52.20","0.28"
"329200","TIGER 리츠부동산인프라","4490","10","0.22","4495.00","4480","4495","4470","3873994","17352960936","1113295500000","1114984222470","247950000","FnGuide 리츠부동산인프라","1801.86","8.35","0.47"
"0086C0","TIGER 리츠부동산인프라10채권혼합액티브","10230","60","0.59","10209.61","10180","10230","10160","92646","942751004","15345000000","15314415544","1500000","KEDI 리츠부동산인프라TOP10채권혼합지수 (Price Return)","973.46","1.08","0.11"
"0086B0","TIGER 리츠부동산인프라TOP10액티브","10435","25","0.24","10447.95","10435","10435","10385","24324","253135948","104350000000","104479488385","10000000","KEDI 리츠부동산인프라TOP10지수 (Price Return)","814.40","1.79","0.22"
"341850","TIGER 리츠부동산인프라채권","4885","0","0.00","4901.71","4885","4905","4870","29508","144273365","9770000000","9803427749","2000000","KIS 리츠부동산인프라채권PR 지수","40948.32","84.44","0.21"
"0043B0","TIGER 머니마켓액티브","101430","10","0.01","101416.82","101435","101440","101430","97358","9875586514","3975548850000","3973206787642","39195000","KIS-미래에셋 MMF지수","117.76","0.01","0.01"
"147970","TIGER 모멘텀","59000","1135","1.96","58943.12","57770","59000","57770","19359","1132228927","29500000000","29471557747","500000","FnGuide 모멘텀 지수","60478.46","1067.40","1.80"
"458250","TIGER 미국30년국채스트립액티브(합성 H)","38325","465","1.23","38368.97","38375","38390","38270","204463","7838871740","780756900000","777815795517","20372000","ICE BofA Long US Treasury Principal STRIPS Index","415.45","0.85","0.21"
"476550","TIGER 미국30년국채커버드콜액티브(H)","7690","40","0.52","7693.18","7695","7700","7685","1548702","11912243017","1279231500000","1267066073644","166350000","KEDI 미국채30년 위클리 커버드콜30 지수(Total Return)","1007.43","-0.11","-0.01"
"0142D0","TIGER 미국AI데이터센터TOP4Plus","10270","-170","-1.63","10183.32","10200","10275","10085","399490","4051035907","50836500000","51425782772","4950000","Akros U.S. AI Data Center TOP4 Plus 지수(PR)","11664.28","128.38","1.11"
"491830","TIGER 미국AI반도체팹리스","14935","-210","-1.39","14844.40","14835","14935","14755","62224","921996459","29123250000","28204359274","1950000","Mirae Asset US AI Fabless 지수(PR)","13257.34","104.57","0.80"
"490090","TIGER 미국AI빅테크10","15220","-180","-1.17","15112.67","15070","15220","15005","748050","11313366511","236671000000","227445733997","15550000","KEDI 미국AI빅테크10 지수(PR)","10888.91","64.03","0.59"
"493810","TIGER 미국AI빅테크10타겟데일리커버드콜","12095","-130","-1.06","11999.77","11975","12095","11965","934416","11221077591","293908500000","291594501577","24300000","KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR)","10206.59","60.46","0.60"
"0102A0","TIGER 미국AI소프트웨어TOP4Plus","10285","-260","-2.47","10269.70","10250","10290","10215","369813","3785806893","115706250000","112966671895","11250000","Akros U.S. AI Software TOP4 Plus 지수 (Price Return)","9634.12","-168.28","-1.72"
"0123G0","TIGER 미국AI전력SMR","8470","-50","-0.59","8422.30","8400","8470","8350","822959","6921070018","202009500000","195397263510","23850000","Akros U.S. AI Electricity SMR Index 지수(PR)","8537.33","60.47","0.71"
"182480","TIGER 미국MSCI리츠(합성 H)","12695","110","0.87","12696.67","12650","12725","12610","27142","344448377","163765500000","163787069042","12900000","MSCI US REIT Index","1333.23","5.04","0.38"
"360750","TIGER 미국S&P500","25355","-145","-0.57","25298.22","25210","25365","25185","15368345","388708470984","13970605000000","13953234545535","551000000","S&P 500","6944.47","17.87","0.26"
"448290","TIGER 미국S&P500(H)","16295","-40","-0.24","16281.86","16275","16310","16255","184655","3005272913","451371500000","451007480487","27700000","S&P 500","6944.47","17.87","0.26"
"488500","TIGER 미국S&P500동일가중","12365","-5","-0.04","12356.02","12340","12400","12250","172262","2128821206","120558750000","120471155906","9750000","S&P 500 Equal Weight Index(PR)","8084.40","39.61","0.49"
"225040","TIGER 미국S&P500레버리지(합성 H)","57365","-220","-0.38","57217.21","57150","57390","57020","12511","714950834","66543400000","66371959335","1160000","S&P 500","6944.47","17.87","0.26"
"429000","TIGER 미국S&P500배당귀족","13630","105","0.78","13647.52","13530","13655","13530","82636","1124819839","130166500000","130333824309","9550000","S&P 500 Dividend Aristocrats 지수 (Price Return)","1951.93","6.97","0.36"
"143850","TIGER 미국S&P500선물(H)","71440","-115","-0.16","71368.60","71295","71440","71235","11493","819702435","103588000000","103484472541","1450000","S&P 500 Futures Index(ER)","564.54","1.25","0.22"
"225030","TIGER 미국S&P500선물인버스(H)","2470","0","0.00","2474.39","2475","2480","2470","18912","46827280","6422000000","6433420981","2600000","S&P 500 Futures Total Return Index","1048.05","2.43","0.23"
"482730","TIGER 미국S&P500타겟데일리커버드콜","12075","-65","-0.54","12046.55","12120","12120","11990","574295","6915403764","467906250000","464394520899","38750000","S&P500 10% Daily Premium Covered Call Index(TR)","351.16","0.94","0.27"
"133690","TIGER 미국나스닥100","166545","-1805","-1.07","166030.50","165365","166715","165300","940939","156140525678","7742677050000","7720418322553","46490000","NASDAQ 100","25547.08","81.14","0.32"
"448300","TIGER 미국나스닥100(H)","20180","-115","-0.57","20115.98","20115","20180","20075","140933","2833390503","314808000000","313809253867","15600000","NASDAQ 100","25547.08","81.14","0.32"
"483240","TIGER 미국나스닥100ETF선물","12735","-175","-1.36","12763.54","12735","12755","12707","7237","92092369","25470000000","25527073418","2000000","KRX 나스닥 100 ETF 선물지수","2033.78","-26.34","-1.28"
"418660","TIGER 미국나스닥100레버리지(합성)","35860","-780","-2.13","35663.13","35405","35920","35340","253678","9026534645","288673000000","287088163499","8050000","NASDAQ 100","25547.08","81.14","0.32"
"435420","TIGER 미국나스닥100채권혼합Fn","13720","-90","-0.65","13692.18","13810","13900","13700","326112","4478059542","298410000000","297804970722","21750000","FnGuide 나스닥100 채권혼합 지수(총수익 지수)","1979.15","-17.49","-0.88"
"441680","TIGER 미국나스닥100커버드콜(합성)","11295","-35","-0.31","11326.45","11295","11295","11260","107740","1214981177","393630750000","394726691625","34850000","Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return)","1225.37","-0.36","-0.03"
"486290","TIGER 미국나스닥100타겟데일리커버드콜","10830","-70","-0.64","10760.67","10760","10830","10715","1719218","18502053002","1055925000000","1048627454841","97500000","NASDAQ 100 Daily Covered Call Target Premium 15% 지수(TR)","407.72","1.30","0.32"
"429010","TIGER 미국나스닥넥스트100","18000","-165","-0.91","18044.37","17985","18005","17970","377","6783660","9000000000","9022186385","500000","Nasdaq Next Generation 100 지수 (Price Return)","1587.23","11.08","0.70"
"203780","TIGER 미국나스닥바이오","31280","200","0.64","31254.79","31100","31310","31040","36515","1139586213","110105600000","110641956574","3520000","NASDAQ Biotechnology 지수(시장가격지수)","5759.67","-81.98","-1.40"
"245340","TIGER 미국다우존스30","35205","-155","-0.44","35200.81","35360","35360","35000","20275","713016042","141524100000","138691189943","4020000","Dow Jones Industrial Average","49442.44","292.81","0.60"
"456610","TIGER 미국달러SOFR금리액티브(합성)","62360","-310","-0.49","62357.36","62120","62480","62120","26196","1632631553","577453600000","577429145574","9260000","Solactive SOFR Daily Total Return Index","1228.34","0.12","0.01"
"329750","TIGER 미국달러단기채권액티브","13605","-65","-0.48","13620.19","13555","13650","13555","404175","5498698994","493453350000","494004465170","36270000","KIS U.S. TREASURY BOND 0-1Y 지수(총수익)","157.26","-0.30","-0.19"
"261110","TIGER 미국달러선물레버리지","17795","-155","-0.86","17832.19","17670","17865","17670","2546","45225045","12456500000","12482530186","700000","미국달러선물지수","1640.20","-4.42","-0.27"
"261120","TIGER 미국달러선물인버스2X","4800","45","0.95","4790.29","4800","4825","4780","5758","27604020","27840000000","27783677444","5800000","미국달러선물지수","1640.20","-4.42","-0.27"
"494840","TIGER 미국방산TOP10","14870","285","1.95","14788.87","14725","15010","14725","367842","5457156508","43866500000","48063840123","2950000","Mirae Asset US Defense Top 10 Index(PR)","2224.23","15.61","0.71"
"458730","TIGER 미국배당다우존스","13590","155","1.15","13606.05","13520","13610","13520","1888857","25652449992","2479495500000","2481062923568","182450000","Dow Jones U.S. Dividend 100 Price Return Index","6152.72","-4.94","-0.08"
"0008S0","TIGER 미국배당다우존스타겟데일리커버드콜","9545","55","0.58","9550.54","9490","9552","9480","264860","2519907097","169901000000","169999537610","17800000","Dow Jones U.S. Dividend 100 10% Daily Premium Covered Call 지수","265.76","-0.18","-0.07"
"458750","TIGER 미국배당다우존스타겟커버드콜1호","12030","160","1.35","12075.23","11965","12060","11965","71761","863629492","65563500000","65809994692","5450000","DowJones U.S. Dividend 100 3% Premium Covered Call 지수 (TR)","700.51","-0.75","-0.11"
"458760","TIGER 미국배당다우존스타겟커버드콜2호","10480","150","1.45","10537.56","10420","10505","10420","1397440","14644086135","881368000000","866187555960","84100000","DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR)","571.16","-0.87","-0.15"
"0015K0","TIGER 미국소비트렌드액티브","8520","-170","-1.96","8529.58","8500","8540","8445","34006","287498085","7497600000","7506031246","880000","Mirae Asset US Consumer Trend 지수 (PR)","1863.93","4.95","0.27"
"305080","TIGER 미국채10년선물","13405","-45","-0.33","13402.62","13380","13430","13370","144448","1936039198","250673500000","247948446083","18700000","S&P 10-Year U.S. Treasury Note Futures(ER)","189.93","-0.42","-0.22"
"0046A0","TIGER 미국초단기(3개월이하)국채","10190","-50","-0.49","10181.53","10165","10210","10150","1304603","13285558110","406377200000","404105043832","39880000","ICE 0-3 Month US Treasury Securities 지수","118.70","0.01","0.01"
"465670","TIGER 미국캐시카우100","15180","15","0.10","15177.21","15615","15615","14845","32924","498695690","12903000000","12900627607","850000","Global X U.S. Cash Flow Kings 100 Index(PR)","2809.28","-0.70","-0.02"
"381170","TIGER 미국테크TOP10 INDXX","30815","-410","-1.31","30652.91","30505","30815","30500","4046331","123960069297","4170810250000","4119751207223","135350000","Indxx US Tech Top 10 Index","8988.28","17.45","0.19"
"472160","TIGER 미국테크TOP10 INDXX(H)","17895","-150","-0.83","17810.00","17790","17895","17765","2831340","50414104461","320320500000","309003416606","17900000","Indxx US Tech Top 10 Index","8988.28","17.45","0.19"
"472170","TIGER 미국테크TOP10채권혼합","13945","-95","-0.68","13896.66","13880","13980","13880","629668","8767189435","359083750000","357839048116","25750000","FnGuide 미국테크TOP10 채권혼합지수","2734.95","-34.00","-1.23"
"474220","TIGER 미국테크TOP10타겟커버드콜","15875","-165","-1.03","15799.88","15775","15875","15745","340390","5378477748","542925000000","540355981183","34200000","Bloomberg U.S. Tech Top10+10% Premium Covered Call Index","8479.03","11.99","0.14"
"458260","TIGER 미국투자등급회사채액티브(H)","48935","125","0.26","48947.69","48975","49025","48890","56462","2763545716","296839710000","296329307078","6066000","iBoxx USD Liquid Investment Grade Index(Price Return)","98.66","-0.09","-0.09"
"497570","TIGER 미국필라델피아AI반도체나스닥","16900","70","0.42","16514.85","16445","16900","16420","1652587","27334263332","942175000000","905013529429","55750000","PHLX US AI Semiconductor 지수 (PR)","1793.43","51.11","2.93"
"381180","TIGER 미국필라델피아반도체나스닥","30150","90","0.30","29725.87","29580","30150","29580","2458602","73148539421","3642120000000","3552240911174","120800000","PHLX Semiconductor Sector Index","7837.30","135.82","1.76"
"423920","TIGER 미국필라델피아반도체레버리지(합성)","49630","135","0.27","48349.69","49100","49690","47700","106752","5178612137","402499300000","392115985364","8110000","PHLX Semiconductor Sector Index","7837.30","135.82","1.76"
"228810","TIGER 미디어컨텐츠","5735","20","0.35","5740.86","5705","5780","5690","439158","2520992217","146414550000","146908555541","25530000","WISE 미디어컨텐츠 지수","2925.29","21.03","0.72"
"364970","TIGER 바이오TOP10","9470","80","0.85","9485.58","9385","9490","9350","1179159","11126269129","303040000000","304012962880","32000000","KRX 바이오 TOP 10 지수","2888.63","28.74","1.00"
"091230","TIGER 반도체","74890","905","1.22","74726.43","73020","74890","72320","337532","24956227611","551190400000","557459183491","7360000","KRX 반도체","7431.96","68.91","0.94"
"396500","TIGER 반도체TOP10","23840","220","0.93","23817.78","23270","23840","23160","14930809","351265005368","3606992000000","3664365820163","151300000","FnGuide 반도체TOP10 지수","6149.49","60.62","1.00"
"488080","TIGER 반도체TOP10레버리지","24540","470","1.95","24660.19","23500","24540","23255","1968090","47060355164","438039000000","435252372284","17850000","FnGuide 반도체TOP10 지수","6149.49","60.62","1.00"
"211560","TIGER 배당성장","29180","315","1.09","29273.77","28850","29260","28850","27644","804184544","64779600000","64987765550","2220000","코스피 배당성장 50","5845.66","66.47","1.15"
"472150","TIGER 배당커버드콜액티브","15290","160","1.06","15310.59","15100","15300","15045","1021363","15486528006","283629500000","285848724734","18550000","코스피 200 커버드콜 5% OTM","520.41","3.01","0.58"
"138520","TIGER 삼성그룹펀더멘털","21175","335","1.61","21159.38","20750","21175","20700","54059","1133183211","58443000000","58399901659","2760000","MKF SAMs FW","25080.30","410.99","1.67"
"157490","TIGER 소프트웨어","9685","-95","-0.97","9722.12","9790","9865","9650","420666","4111343451","189632300000","188997991779","19580000","FnGuide 소프트웨어 지수","5036.30","-39.21","-0.77"
"0000D0","TIGER 엔비디아미국채커버드콜밸런스(합성)","10135","-25","-0.25","10108.14","10160","10160","10040","73373","738672540","60303250000","60143424810","5950000","KEDI 엔비디아미국채30년타겟커버드콜혼합지수(TR)","1074.98","-0.32","-0.03"
"228800","TIGER 여행레저","3350","10","0.30","3359.78","3350","3375","3345","358999","1205719343","101907000000","101398231926","30420000","WISE 여행레저 지수","1664.87","-2.05","-0.12"
"227570","TIGER 우량가치","16515","30","0.18","16599.48","16575","16615","16500","6377","105592872","6440850000","6473799008","390000","FnGuide 퀄리티밸류 지수","33506.60","186.25","0.56"
"438330","TIGER 우량회사채액티브","115630","-380","-0.33","115702.00","116060","116090","115565","31735","3673881517","789290380000","789781852690","6826000","KIS 투자등급회사채 지수(총수익)","135.47","-0.22","-0.16"
"261140","TIGER 우선주","20595","595","2.98","20547.10","20070","20595","19990","38190","773737234","30480600000","29176880863","1480000","코스피 우선주 지수","4863.36","114.06","2.40"
"130680","TIGER 원유선물Enhanced(H)","3975","-50","-1.24","4087.24","4010","4030","3955","296986","1185755787","23055000000","23092911769","5800000","S&P GSCI Crude Oil Enhanced Index ER","474.36","-22.48","-4.52"
"217770","TIGER 원유선물인버스(H)","2640","30","1.15","2571.14","2620","2650","2600","116317","306072689","5016000000","5013730748","1900000","S&P GSCI Crude Oil Index ER","132.37","-6.27","-4.52"
"195930","TIGER 유로스탁스50(합성 H)","21815","-15","-0.07","21857.21","21900","21900","21740","7123","155176635","44720750000","44807286012","2050000","EURO STOXX 50 Index","6041.14","36.09","0.60"
"225050","TIGER 유로스탁스레버리지(합성 H)","15135","-45","-0.30","15203.56","15155","15160","15050","65","981279","7567500000","7601778880","500000","EURO STOXX 50 Index","6041.14","36.09","0.60"
